"","X","Y","Count"
"219",-2.95,54.35,1
"220",-2.95,54.95,1
"221",-2.95,55.05,2
"222",-2.95,55.95,1
"223",-2.95,56.35,2
"224",-2.95,57.35,1
"225",-3.05,53.25,1
"226",-3.05,54.85,5
"227",-3.15,52.55,2
"228",-3.15,54.55,1
"229",-3.15,54.95,6
"230",-3.15,56.25,1
"231",-3.15,56.65,1
"232",-3.15,57.65,1
"233",-3.25,54.25,1
"234",-3.25,54.95,3
"235",-3.25,55.65,1
"236",-3.25,56.45,7
"237",-3.35,54.25,2
"238",-3.35,54.95,68
"239",-3.35,55.85,2
"240",-3.35,55.95,2
"241",-3.35,56.05,2
"242",-3.35,56.15,8
"243",-3.35,56.55,1
"244",-3.45,51.95,1
"245",-3.45,54.95,10
"246",-3.45,56.25,1
"247",-3.45,56.45,1
"248",-3.45,56.55,2
"249",-3.45,57.65,1
"250",-3.55,56.05,1
"251",-3.65,54.55,1
"252",-3.65,54.85,4
"253",-3.65,56.05,1
"254",-3.65,56.15,13
"255",-3.75,55.25,2
"256",-3.75,56.15,1
"257",-3.85,53.05,1
"258",-3.85,53.25,2
"259",-3.85,56.15,7
"260",-3.85,57.55,2
"261",-3.95,52.55,2
"262",-3.95,55.75,1
"263",-3.95,56.15,1
"264",-3.95,57.55,3
"265",-4.05,52.75,2
"266",-4.05,53.25,1
"267",-4.05,57.55,1
"268",-4.05,57.65,2
"269",-4.15,57.55,7
"270",-4.25,51.55,1
"271",-4.25,57.55,1
"272",-4.25,57.65,17
"273",-4.35,57.45,2
"274",-4.45,55.55,2
"275",-4.45,57.55,2
"276",-4.55,55.55,2
"277",-4.55,55.65,3
"278",-4.65,55.45,1
"279",-4.65,55.55,57
"280",-4.65,55.65,1
"281",-4.65,56.15,1
"282",-4.85,55.65,1
"283",-5.15,57.85,1
"284",-5.55,56.65,1
"285",-5.55,57.75,1
"286",-5.65,54.35,1
"287",-5.65,54.55,1
"288",-5.65,57.35,1
"289",-5.85,54.65,1
"290",-5.95,54.75,1
"291",-5.95,54.85,1
"292",-6.25,54.55,3
"293",-6.25,55.25,2
"294",-6.45,54.75,1
"295",0.05,52.05,1
"296",0.05,52.25,2
"297",0.05,52.75,1
"298",0.05,52.95,30
"299",0.05,53.55,1
"300",0.15,51.45,2
"301",0.15,52.45,16
"302",0.15,53.45,2
"303",0.15,53.55,4
"304",0.15,53.65,31
"305",0.25,52.35,4
"306",0.25,52.55,5
"307",0.25,52.75,1
"308",0.35,52.35,1
"309",0.35,52.75,1
"310",0.45,51.65,1
"311",0.45,52.85,1
"312",0.55,51.05,1
"313",0.55,51.25,1
"314",0.55,52.35,1
"315",0.55,52.85,7
"316",0.55,52.95,2
"317",0.65,51.55,1
"318",0.65,52.35,6
"319",0.65,52.95,5
"320",0.75,52.55,1
"321",0.75,52.65,1
"322",0.75,52.85,1
"323",0.85,50.95,8
"324",0.85,51.05,1
"325",0.85,51.35,1
"326",0.85,51.85,1
"327",0.85,52.55,3
"328",0.85,52.65,1
"329",0.95,50.95,52
"330",0.95,51.75,1
"331",0.95,52.35,4
"332",0.95,52.85,2
"333",1.05,51.35,1
"334",1.15,51.35,2
"335",1.15,51.95,1
"336",1.25,52.95,2
"337",1.55,52.85,1
"338",1.65,52.35,1
