"","X","Y","Count"
"209",0.15,53.55,1
"210",0.15,53.65,37
"211",0.25,51.45,1
"212",0.25,52.35,1
"213",0.25,52.55,35
"214",0.35,52.65,1
"215",0.35,53.05,3
"216",0.45,50.95,2
"217",0.45,52.45,1
"218",0.45,52.95,2
"219",0.55,52.35,15
"220",0.55,52.85,3
"221",0.55,52.95,1
"222",0.65,52.55,4
"223",0.65,52.65,2
"224",0.65,52.95,1
"225",0.75,51.75,1
"226",0.75,52.35,2
"227",0.75,52.55,5
"228",0.75,52.95,1
"229",0.85,50.95,4
"230",0.85,51.55,1
"231",0.85,52.55,1
"232",0.95,50.95,8
"233",1.05,52.75,1
"234",1.15,51.95,2
"235",1.25,52.95,1
"236",1.35,51.15,3
"237",1.55,52.85,3
"238",1.75,52.75,1
