"","X","Y","Count"
"116",-2.25,54.05,2
"117",-2.35,53.55,1
"118",-2.45,50.55,1
"119",-2.45,53.45,6
"120",-2.45,53.85,1
"121",-2.45,56.65,2
"122",-2.45,56.75,2
"123",-2.45,57.35,1
"124",-2.55,53.35,2
"125",-2.55,53.45,7
"126",-2.55,56.05,3
"127",-2.55,57.35,1
"128",-2.65,52.65,2
"129",-2.65,55.55,1
"130",-2.65,56.25,2
"131",-2.65,56.35,1
"132",-2.75,53.05,1
"133",-2.75,53.35,3
"134",-2.75,53.45,3
"135",-2.75,53.65,2
"136",-2.75,54.15,3
"137",-2.75,54.95,1
"138",-2.85,50.85,1
"139",-2.85,53.65,45
"140",-2.85,53.75,2
"141",-2.85,53.85,1
"142",-2.85,54.05,1
"143",-2.85,54.15,1
"144",-2.85,54.25,2
"145",-2.85,55.55,1
"146",-2.85,55.85,3
"147",-2.85,56.05,2
"148",-2.85,56.35,4
"149",-2.85,57.75,1
"150",-2.95,53.75,1
"151",-2.95,53.85,1
"152",-2.95,56.25,2
"153",-3.05,54.95,2
"154",-3.05,56.35,1
"155",-3.05,56.45,1
"156",-3.05,56.65,4
"157",-3.05,57.65,1
"158",-3.15,55.85,5
"159",-3.15,55.95,1
"160",-3.15,56.05,1
"161",-3.15,56.35,1
"162",-3.25,54.95,1
"163",-3.25,55.95,1
"164",-3.25,56.45,4
"165",-3.25,57.65,1
"166",-3.35,55.95,1
"167",-3.35,56.15,7
"168",-3.35,56.25,1
"169",-3.45,54.95,9
"170",-3.45,55.95,1
"171",-3.65,54.85,1
"172",-3.65,56.05,3
"173",-3.85,56.05,1
"174",-3.85,56.35,2
"175",-3.95,54.95,1
"176",-3.95,57.75,1
"177",-4.05,56.25,1
"178",-4.05,57.55,3
"179",-4.15,51.85,1
"180",-4.15,57.55,3
"181",-4.15,57.65,6
"182",-4.15,57.75,1
"183",-4.25,55.75,2
"184",-4.25,56.25,1
"185",-4.25,57.65,1
"186",-4.45,57.55,1
"187",-4.65,55.55,6
"188",-4.85,50.25,1
"189",-5.55,54.55,1
"190",-5.95,54.45,1
"191",-6.25,54.55,1
"192",-6.45,54.55,1
"193",-6.55,55.25,1
"194",-6.85,55.15,1
"195",0.05,52.95,19
"196",0.05,53.15,1
"197",0.05,53.65,9
"198",0.15,52.45,7
"199",0.15,53.55,4
"200",0.15,53.65,149
"201",0.25,51.45,1
"202",0.25,52.55,19
"203",0.25,52.75,1
"204",0.55,51.85,1
"205",0.55,52.85,1
"206",0.65,52.35,1
"207",0.65,52.55,2
"208",0.65,52.95,1
"209",0.75,52.35,4
"210",0.75,52.55,1
"211",0.75,52.65,1
"212",0.85,51.85,1
"213",0.95,50.95,13
"214",0.95,52.55,12
"215",1.05,51.25,1
"216",1.05,52.85,1
"217",1.35,51.15,1
"218",1.45,52.05,1
"219",1.55,52.05,1
"220",1.55,52.15,1
"221",1.65,52.25,1
